title,authors,average_rating,ratings_count,num_pages,cluster_label
Thank You for Smoking,Christopher Buckley,3.93,9900,272,Mainstream Middles
The Crossing,Cormac McCarthy,4.13,232,425,Hidden Gems
Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,4.09,17475,292,Hidden Gems
The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,4.07,917,776,Mainstream Middles
The Agony and the Ecstasy,Irving Stone,4.07,160,777,Mainstream Middles
Harvest,Tess Gerritsen,4.11,15619,368,Hidden Gems
Story of O (Story of O #1),Pauline Réage/Sabine d'Estree,3.32,12840,199,Underperformers
Story of O,Pauline Réage/John Paul Hand,3.32,446,224,Underperformers
The O. Henry Prize Stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,3.78,138,384,Mainstream Middles
The Illustrated Story Of O,Doris Kloster/Pauline Réage,3.96,24,160,Mainstream Middles
The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,4.54,9476,223,Hidden Gems
Valley Of Silence (Circle Trilogy  #3),Nora Roberts,4.22,1372,318,Hidden Gems
Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,Andy Hertzfeld/Steve Wozniak,4.18,1900,291,Hidden Gems
The Valley of Horses (Earth's Children  #2),Jean M. Auel,4.0,59723,544,Mainstream Middles
How Green Was My Valley,Richard Llewellyn,4.18,12351,448,Hidden Gems
Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,4.27,413,352,Hidden Gems
Once a Warrior (Warriors  #1),Karyn Monk,3.75,309,384,Mainstream Middles
Time and Again (Time  #1),Jack Finney,3.96,13760,399,Mainstream Middles
Time and Again (Time Travel #1-2),Nora Roberts,3.77,302,505,Mainstream Middles
Time and Again: Time Was / Times Change,Nora Roberts,3.77,7574,505,Mainstream Middles
Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,Marcus J. Borg,4.12,4272,160,Hidden Gems
Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,Marcus J. Borg,4.13,2959,321,Hidden Gems
The Complete Idiot's Guide to Business Plans,Gwen Moran,3.32,16,314,Underperformers
PHP and MySQL Web Development (Developer's Library),Luke Welling/Laura Thomson,3.96,590,1008,Mainstream Middles
Beginning PHP and MySQL 5: From Novice to Professional,W. Jason Gilmore,3.72,158,913,Underperformers
PHP & MySQL For Dummies,Janet Valade,3.55,145,436,Underperformers
PHP and MySQL for Dummies,Janet Valade,3.55,12,456,Underperformers
Graphic Design Now,Charlotte Fiell/Peter Fiell,3.43,67,349,Underperformers
Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,3.44,9,161,Underperformers
My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3.0,8,144,Underperformers
The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne/Robert Folkenflik,3.74,96,704,Mainstream Middles
La fortaleza digital,Dan Brown/Eduardo García Murillo,3.65,1078,440,Underperformers
The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,3.62,691,320,Underperformers
Europe on a Shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,4.05,357,1284,Mainstream Middles
Europe and the People Without History,Eric R. Wolf,4.12,995,534,Hidden Gems
A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M. Merriman,4.0,62,1040,Mainstream Middles
How Europe Underdeveloped Africa,Walter Rodney/Vincent Harding,4.27,2088,312,Hidden Gems
Europe: A History,Norman Davies,4.17,3394,1392,Hidden Gems
The Basketball Diaries,Jim Carroll,3.95,308,224,Mainstream Middles
The Basketball Diaries and the Book of Nods,Jim Carroll,4.25,85,320,Hidden Gems
The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,4.0,25,224,Mainstream Middles
Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,Nick Tosches,4.11,334,288,Hidden Gems
In the Hand of Dante,Nick Tosches,3.18,683,384,Underperformers
Ray Bradbury's Fahrenheit 451,Harold Bloom,4.18,991,147,Hidden Gems
Schott's Original Miscellany,Ben Schott/Collin Deckerman,4.08,1379,158,Mainstream Middles
Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W. Schott/Jean S. Arbeiter,2.67,3,260,Underperformers
Blowback (Scot Harvath  #4),Brad Thor,4.18,13546,575,Hidden Gems
The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,Chalmers Johnson/Shara Kay,4.13,1332,389,Hidden Gems
Bouvard and Pecuchet,Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau,3.86,2820,328,Mainstream Middles
Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,4.24,644,383,Hidden Gems
Thirteen Moons on Turtle's Back,Joseph Bruchac/Jonathan London/Thomas Locker,4.08,318,32,Mainstream Middles
One Tiny Turtle,Nicola Davies/Jane Chapman,4.13,518,32,Hidden Gems
Turtle Island,Gary Snyder/Michael Corr,4.09,3809,112,Mainstream Middles
Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,Mitchel Resnick,3.86,131,184,Mainstream Middles
Turtle Moon,Alice Hoffman,3.83,7545,275,Mainstream Middles
Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,Richard D. Bartlett/Patricia P. Bartlett,3.8,20,46,Mainstream Middles
Turtles & Tortoises for Dummies,Liz Palika,3.57,53,328,Underperformers
The Turtle and the Monkey,Paul Galdone/Joanna Galdone,3.74,58,32,Mainstream Middles
Turtle Diary,Russell Hoban,4.0,893,182,Mainstream Middles
Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W. Jones/Sally Moomaw,4.35,16,208,Hidden Gems
Inside Himalaya,Basil Pao/Michael Palin,4.0,30,200,Mainstream Middles
Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,C.D. Payne,4.04,29,503,Mainstream Middles
The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,Jack Vance,4.25,1134,446,Hidden Gems
Lurulu,Jack Vance,3.59,276,204,Underperformers
Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,3.93,130,436,Mainstream Middles
Jack Vance: Critical Appreciations and a Bibliography,A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew,4.15,13,232,Hidden Gems
Galactic Effectuator,Jack Vance,3.69,286,219,Underperformers
The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,4.02,8,448,Mainstream Middles
The Languages of Pao,Jack Vance,3.8,894,224,Mainstream Middles
The Last Castle,Jack Vance,3.79,841,115,Mainstream Middles
Madouc (Lyonesse  #3),Jack Vance,4.15,1825,426,Hidden Gems
Ports of Call,Jack Vance,3.55,409,300,Underperformers
The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,4.3,653,397,Hidden Gems
The Green Pearl (Lyonesse  #2),Jack Vance,4.16,10,407,Hidden Gems
The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance/Robert Silverberg,3.7,43,182,Underperformers
The Many Worlds of Magnus Ridolph,Jack Vance,3.9,282,174,Mainstream Middles
Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,3.72,436,260,Underperformers
Best Science Fiction Stories of Clifford D. Simak,Clifford D. Simak,3.94,64,253,Mainstream Middles
Theodore Rex,Edmund Morris,4.19,38131,555,Hidden Gems
Oedipus Tyrannus,Sophocles/Theodore F. Brunner/Luci Berkowitz,3.7,146,272,Underperformers
The Rise of Theodore Roosevelt,Edmund Morris,4.23,36847,780,Hidden Gems
The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,4.08,892,672,Mainstream Middles
A History of the Life Sciences,Lois N. Magner/Magner,4.53,15,514,Hidden Gems
The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,Tom Kelley/Jonathan Littman/Tom Peters,3.97,6412,320,Mainstream Middles
Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,4.02,583,229,Mainstream Middles
I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,Hemant Mehta/Rob Bell,3.54,442,224,Underperformers
Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,4.02,13211,413,Mainstream Middles
Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,4.32,9426,411,Hidden Gems
The Wizard (The Wizard Knight #2),Gene Wolfe,3.86,2595,587,Mainstream Middles
Soldier of Sidon (Latro #3),Gene Wolfe,4.01,1063,320,Mainstream Middles
The Right Stuff,Tom Wolfe,4.24,213,304,Hidden Gems
Wild Fire (The Hot Zone  #3),Debra Cowan,3.86,14,250,Mainstream Middles
The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,3.55,100,448,Underperformers
Romanticism,Hugh Honour,3.75,42,416,Mainstream Middles
No Cherubs for Melanie,James  Hawkins,4.0,8,394,Mainstream Middles
The Fish Kisser,James  Hawkins,3.4,9,360,Underperformers
Street of the Five Moons (Vicky Bliss  #2),Elizabeth Peters,3.95,3654,376,Mainstream Middles
Stand on Zanzibar,John Brunner,3.96,12560,672,Mainstream Middles
The Shockwave Rider,John Brunner,3.95,2945,288,Mainstream Middles
Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,4.0,2,400,Mainstream Middles
Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth/Emil Brunner/Peter Fraenkel,3.72,92,132,Underperformers
Children of the Thunder / The Tides of Time / The Crucible of Time,John Brunner,2.92,11,800,Underperformers
The Sheep Look Up,John Brunner/James John Bell/David Brin,3.95,3568,388,Mainstream Middles
Entry to Elsewhen,John Brunner,3.37,58,172,Underperformers
The Crucible of Time,John Brunner,3.71,25,416,Underperformers
Polymath (Zarathustra Refugee Planets  #2),John Brunner,3.56,238,156,Underperformers
Total Eclipse,John Brunner,3.44,288,206,Underperformers
Manshape,John Brunner,3.11,34,159,Underperformers
Modern Classics of Science Fiction,Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny,4.17,91,672,Hidden Gems
The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,Isaac Asimov/Charles G. Waugh,3.93,128,512,Mainstream Middles
Unearthly Neighbors,Chad Oliver,3.83,38,208,Mainstream Middles
The Shores of Another Sea (Classics of Modern Science Fiction 3),Chad Oliver/George Zebrowski/Isaac Asimov,3.55,37,214,Underperformers
Men  Martians and Machines,Eric Frank Russell/George Zebrowski/Isaac Asimov,3.77,164,216,Mainstream Middles
What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicated,Peter D'Epiro/Mary Desmond Pinkowish,3.77,231,560,Mainstream Middles
World of Wonders (The Deptford Trilogy  #3),Robertson Davies/Wayne Johnston,4.09,3633,352,Mainstream Middles
Wonder of the World,David Lindsay-Abaire,3.93,42,72,Mainstream Middles
Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold,3.92,424,246,Mainstream Middles
Walking the World in Wonder: A Children's Herbal,Ellen Evert Hopman/Steven Foster,4.29,52,160,Hidden Gems
Sixty Days and Counting (Science in the Capital  #3),Kim Stanley Robinson,3.66,1642,388,Underperformers
Fifty Degrees Below (Science in the Capital  #2),Kim Stanley Robinson,3.69,2099,640,Underperformers
The Gold Coast (Three Californias Triptych  #2),Kim Stanley Robinson,3.7,1194,400,Underperformers
Antarctica,Kim Stanley Robinson,3.78,2248,672,Mainstream Middles
The Wild Shore (Three Californias Triptych  #1),Kim Stanley Robinson,3.75,2457,384,Mainstream Middles
Forty Signs of Rain (Science in the Capital #1),Kim Stanley Robinson,3.54,3044,393,Underperformers
Pacific Edge (Three Californias Triptych  #3),Kim Stanley Robinson,3.78,1208,336,Mainstream Middles
The Memory of Whiteness: A Scientific Romance,Kim Stanley Robinson,3.55,448,352,Underperformers
Les Fils des ténèbres,Dan Simmons,3.71,33,472,Underperformers
Secret Identity (Lost  #2),Catherine Hapka,2.93,195,176,Underperformers
Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,4.39,1768,328,Hidden Gems
A Thousand Acres,Jane Smiley,3.81,53322,371,Mainstream Middles
Mother's Milk,Edward St. Aubyn,3.76,53,240,Mainstream Middles
From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,John Graves/Glenn Wolff/Bill Wittliff,4.31,67,256,Hidden Gems
Possession,A.S. Byatt,3.89,62580,555,Mainstream Middles
The Best American Nonrequired Reading 2004,Dave Eggers/Viggo Mortensen,3.86,1234,407,Mainstream Middles
The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,3.7,3095,210,Underperformers
Culture of Fear Revisited,Frank Furedi,3.52,61,236,Underperformers
GraceLand,Chris Abani,3.78,2121,336,Mainstream Middles
Raised on Rock: Growing Up at Graceland,David Stanley/Mark Bego,2.75,4,192,Underperformers
The White Widow,Jim Lehrer,3.04,181,224,Underperformers
The Franklin Affair,Jim Lehrer,3.12,144,208,Underperformers
Short List (One-Eyed Mack  #5),Jim Lehrer,4.09,23,224,Mainstream Middles
Kick the Can (One-Eyed Mack  #1),Jim Lehrer,3.85,77,223,Mainstream Middles
Strangers from a Different Shore: A History of Asian Americans,Ronald Takaki,4.13,888,640,Hidden Gems
La chute,Albert Camus,4.04,87,152,Mainstream Middles
Syrup,Max Barry,3.88,4715,304,Mainstream Middles
Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinner,Ken Haedrich,3.81,38,144,Mainstream Middles
The Red Tent,Anita Diamant,4.17,5390,321,Hidden Gems
Metaconcert (Intervention  #2),Julian May,4.21,1389,282,Hidden Gems
Surveillance (Intervention  #1),Julian May,4.19,1355,368,Hidden Gems
The Adversary (Saga of Pliocene Exile  #4),Julian May,4.22,4404,472,Hidden Gems
Magnificat (Galactic Milieu Trilogy  #3),Julian May,4.21,2756,432,Hidden Gems
The Sagittarius Whorl (Rampart Worlds #3),Julian May,3.75,339,384,Mainstream Middles
Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),Rumiko Takahashi,4.24,305,288,Hidden Gems
Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)  #8),Rumiko Takahashi,4.15,1473,196,Hidden Gems
Maison Ikkoku  Volume 8 (Maison Ikkoku  #8),Rumiko Takahashi,4.23,283,288,Hidden Gems
The Echo Maker,Richard Powers,3.38,555,449,Underperformers
Afterglow: A Last Conversation With Pauline Kael,Francis Davis/Pauline Kael,3.69,128,134,Underperformers
For Keeps: 30 Years at the Movies,Pauline Kael,4.48,373,1312,Hidden Gems
Hooked: Film Writings 1985-1988,Pauline Kael,4.05,93,528,Mainstream Middles
Flirting With Danger (Samantha Jellicoe  #1),Suzanne Enoch,3.93,3625,384,Mainstream Middles
Flirting with Danger,Linda Turner,3.57,6,253,Underperformers
Flirting With Danger,Kate Walker,3.0,12,188,Underperformers
As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,3.97,5456,320,Mainstream Middles
The Serial Killers Club,Jeff Povey,3.22,109,279,Underperformers
The Savage Wars Of Peace: Soldiers' Voices 1945-1989,Charles Allen,4.5,1,290,Hidden Gems
Dark Water (Fog Point  #1),Linda Hall,3.66,186,354,Underperformers
The Outlaws of Sherwood,Robin McKinley,3.77,9043,368,Mainstream Middles
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,63876,256,Mainstream Middles
Spindle's End,Robin McKinley,3.81,189,464,Mainstream Middles
Imaginary Lands,Robin McKinley/James P. Blaylock/Patricia A. McKillip/Robert Westall/Peter Dickinson/Jane Yolen/P.C. Hodgell/Michael de Larrabetti/Joan D. Vinge,3.59,463,256,Underperformers
Beauty,Robin McKinley,4.05,3,256,Mainstream Middles
The Hero and the Crown (Damar  #2),Robin McKinley,4.21,71,227,Hidden Gems
Hitty  Her First Hundred Years,Rachel Field/Dorothy P. Lathrop,3.86,7097,256,Mainstream Middles
Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells/Susan Jeffers/Rachel Field,4.0,117,112,Mainstream Middles
Voting Rights Days (Hitty's Travels  #3),Ellen Weiss/Betina Ogden,4.27,10,75,Hidden Gems
A Christmas Carol (Great Illustrated Classics),Malvina G. Vogel/Charles Dickens,4.36,466,238,Hidden Gems
Moon in a Dewdrop: Writings of Zen Master Dogen,Dōgen/Kazuaki Tanahashi/Robert Aitken/Reb Anderson/Edward G. Brown/Norman Fischer/Arnold Kotler/Daniel Leighton/Lew Richmond/Katherine Thanas/Brian Unger/Mel Weitsman/Dan Welch/Philip Whalen/David    Schneider,4.28,997,356,Hidden Gems
Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ryōkan/John   Stevens,4.58,183,120,Hidden Gems
A Green Desire,Anton Myrer/Alastair Westgarth,3.73,152,576,Mainstream Middles
The Big War,Anton Myrer,3.85,98,512,Mainstream Middles
I Heard That Song Before,Mary Higgins Clark,3.82,545,318,Mainstream Middles
Santa Cruise: A Holiday Mystery at Sea,Mary Higgins Clark/Carol Higgins Clark,3.41,4844,261,Underperformers
No Place Like Home,Mary Higgins Clark,3.87,11128,472,Mainstream Middles
Ghost Ship: A Cape Cod Story,Mary Higgins Clark/Wendell Minor,3.73,353,32,Mainstream Middles
Deck the Halls,Mary Higgins Clark/Carol Higgins Clark,3.61,7116,292,Underperformers
On the Street Where You Live,Mary Higgins Clark/Karin Dufner,3.87,17988,387,Mainstream Middles
Silent Night: The Remarkable Christmas Truce of 1914,Stanley Weintraub,3.6,4041,256,Underperformers
Nighttime Is My Time,Mary Higgins Clark,3.82,11739,434,Mainstream Middles
Watchfiends and Rack Screams: Works from the Final Period,Antonin Artaud/Bernard Bador/Clayton Eshleman,4.25,261,352,Hidden Gems
Inside My Heart: Choosing to Live with Passion and Purpose,Robin McGraw,3.62,1113,221,Underperformers
Lord John and the Brotherhood of the Blade  (Lord John Grey  #2),Diana Gabaldon,3.91,17271,494,Mainstream Middles
How to Stop Worrying and Start Living,Dale Carnegie,4.12,240,293,Hidden Gems
Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),Harold C. Livesay,3.25,28,230,Underperformers
How to Develop Self-Confidence and Influence People by Public Speaking,Dale Carnegie,4.14,68,256,Hidden Gems
The Autobiography of Andrew Carnegie and the Gospel of Wealth,Andrew Carnegie/Gordon Hutner,3.98,405,336,Mainstream Middles
Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,3.91,20,551,Mainstream Middles
A Fan's Notes,Frederick Exley/Jonathan Yardley,4.08,81,425,Mainstream Middles
My Soul to Keep (African Immortals  #1),Tananarive Due,4.17,3799,346,Hidden Gems
Joplin's Ghost,Tananarive Due,3.91,738,496,Mainstream Middles
The Living Blood (African Immortals  #2),Tananarive Due,4.34,1862,515,Hidden Gems
The Good House,Tananarive Due,3.94,2679,597,Mainstream Middles
The Prestige,Christopher Priest,3.89,441,368,Mainstream Middles
The Mammoth Book of Storms  Shipwrecks and Sea Disasters,Richard Russell Lawrence,3.57,11,512,Underperformers
The Stones of Summer,Dow Mossman,3.15,421,586,Underperformers
The Summer House,Jean Stone,3.89,128,352,Mainstream Middles
Peek-a-Boo! (Babyfaces),Roberta Grobel Intrater,3.69,111,12,Underperformers
The Handmaid's Tale,Margaret Atwood,4.11,1185,368,Hidden Gems
The BFG: A Set of Plays,Roald Dahl/David Wood,4.26,518,128,Hidden Gems
Science Notebooks: Writing about Inquiry,Lori Fulton/Brian Campbell/Linda Gregg,3.64,55,112,Underperformers
Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,4.5,2,247,Hidden Gems
The Economics of Innocent Fraud: Truth for Our Time,John Kenneth Galbraith,3.6,225,62,Underperformers
Robin Williams Web Design Workshop,Robin P. Williams/John Tollett/Dave Rohr,3.8,54,384,Mainstream Middles
The Non-Designer's Web Book,Robin P. Williams/John Tollett,3.66,212,335,Underperformers
Hard Drive: Bill Gates and the Making of the Microsoft Empire,James Wallace/Jim  Erickson,4.11,1234,426,Hidden Gems
Chicken Trek,Stephen Manes,4.39,96,128,Hidden Gems
Make Four Million Dollars by Next Thursday!,Stephen Manes/George Ulrich,3.68,79,87,Underperformers
Slim Down Camp,Stephen Manes,3.9,9,176,Mainstream Middles
The Boy Who Turned Into a TV Set,Stephen Manes/Michael  Bass,4.0,8,10,Mainstream Middles
Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,4.0,101,368,Mainstream Middles
The Devil in the Junior League,Linda Francis Lee,3.62,3852,336,Underperformers
Prom Anonymous,Blake Nelson,3.42,462,262,Underperformers
The New Rules of High School,Blake Nelson,3.54,46,224,Underperformers
Cool Girl,Blake Nelson/Hans Schumacher,3.76,8,298,Mainstream Middles
They Came from Below,Blake Nelson,3.66,189,299,Underperformers
User,Blake Nelson,3.37,81,255,Underperformers
Exile,Blake Nelson/Francine Kass,3.15,159,288,Underperformers
Girl (Girl  #1),Blake Nelson,3.76,2001,252,Mainstream Middles
My Side of the Mountain (Mountain  #1),Jean Craighead George,4.06,55045,192,Mainstream Middles
The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles/George      Young,3.97,182,176,Mainstream Middles
The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,3.74,110423,335,Mainstream Middles
The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,4.02,78036,368,Mainstream Middles
Human Croquet,Kate Atkinson,3.72,6917,352,Underperformers
The Key to Rebecca,Ken Follett/Arto Häilä,3.89,19339,352,Mainstream Middles
Paper Money,Ken Follett,3.32,102,286,Underperformers
Skeleton Coast (Oregon Files  #4),Clive Cussler/Jack Du Brul,4.12,7591,373,Hidden Gems
Dragon (Dirk Pitt  #10),Clive Cussler,3.92,11450,602,Mainstream Middles
Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,4.1,5956,357,Hidden Gems
Black Wind (Dirk Pitt  #18),Clive Cussler/Dirk Cussler,3.86,10113,639,Mainstream Middles
Cyclops (Dirk Pitt  #8),Clive Cussler,3.87,11750,473,Mainstream Middles
Deep Six (Dirk Pitt  #7),Clive Cussler,3.9,14501,535,Mainstream Middles
Polar Shift (NUMA Files  #6),Clive Cussler/Paul Kemprecos,3.91,7121,504,Mainstream Middles
Vixen 03 (Dirk Pitt  #5),Clive Cussler,3.84,10238,384,Mainstream Middles
The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,3.78,15305,391,Mainstream Middles
The Navigator (NUMA Files  #7),Clive Cussler/Paul Kemprecos,3.94,6152,437,Mainstream Middles
Golden Buddha (Oregon Files  #1),Clive Cussler/Craig Dirgo,3.9,9171,527,Mainstream Middles
Shock Wave (Dirk Pitt  #13),Clive Cussler,4.02,14019,537,Mainstream Middles
Raise the Titanic! (Dirk Pitt  #4),Clive Cussler,3.98,21489,545,Mainstream Middles
Atlantis Found (Dirk Pitt  #15),Clive Cussler,3.99,21436,530,Mainstream Middles
Muerte Blanca,Clive Cussler/Paul Kemprecos,3.91,2,421,Mainstream Middles
Iceberg (Dirk Pitt  #3),Clive Cussler,3.85,18244,340,Mainstream Middles
Fire Ice (NUMA Files  #3),Clive Cussler/Paul Kemprecos,3.92,186,434,Mainstream Middles
Lost City (NUMA Files  #5),Clive Cussler/Paul Kemprecos,3.9,227,515,Mainstream Middles
The Sea Hunters II (The Sea Hunters  #2),Clive Cussler/Craig Dirgo,3.85,1311,464,Mainstream Middles
The Sea Hunters (The Sea Hunters #1),Clive Cussler/Craig Dirgo,3.82,2004,432,Mainstream Middles
La Ciudad Perdida (NUMA Files  #5),Clive Cussler/Paul Kemprecos,3.9,2,432,Mainstream Middles
Sahara (Dirk Pitt  #11),Clive Cussler,3.96,51807,400,Mainstream Middles
Clive Cussler and Dirk Pitt Revealed,Clive Cussler/Craig Dirgo,3.88,2066,544,Mainstream Middles
Cliffs Notes on Billy Budd & Typee,Mary Ellen Snodgrass,3.5,3,80,Underperformers
Billy Budd  Sailor,Herman Melville,3.12,178,96,Underperformers
Billy Budd  Sailor,Herman Melville,3.12,29,127,Underperformers
Billy Budd  marin,Herman Melville,3.12,9,182,Underperformers
The Elections of 2004,Michael Nelson,4.0,7,213,Mainstream Middles
Love Sick: A Smoldering Look at Love  Lust  and Marriage,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,3.76,71,176,Mainstream Middles
Goth-Icky: A Macabre Menagerie of Morbid Monstrosities,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,3.65,147,176,Underperformers
Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson/Pop Ink/Charles S. Anderson Design Company,4.0,56,176,Mainstream Middles
Mike Nelson's Death Rat!,Michael J. Nelson,3.66,450,336,Underperformers
Joel on Software,Joel Spolsky,4.11,2981,384,Hidden Gems
Hackers & Painters: Big Ideas from the Computer Age,Paul Graham/Allen Noren/Matt Hutchinson,4.05,6572,272,Mainstream Middles
I  Robot (Robot  #0.1),Isaac Asimov,4.19,238100,224,Hidden Gems
I  Robot: The Illustrated Screenplay,Harlan Ellison,4.03,26,288,Mainstream Middles
The Robots of Dawn (Robot #3),Isaac Asimov,4.16,31186,435,Hidden Gems
I. Asimov,Isaac Asimov,4.2,1729,578,Hidden Gems
Asimov's New Guide to Science,Isaac Asimov,4.38,49,896,Hidden Gems
Pebble in the Sky (Galactic Empire #3),Isaac Asimov,3.88,14022,308,Mainstream Middles
The Gods Themselves,Isaac Asimov,4.09,42770,288,Hidden Gems
The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,3.74,12547,304,Mainstream Middles
The Currents of Space (Galactic Empire  #2),Isaac Asimov,3.83,37,192,Mainstream Middles
Gold: The Final Science Fiction Collection,Isaac Asimov/Orson Scott Card,4.0,2476,416,Mainstream Middles
Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,4.07,237,677,Mainstream Middles
100 Great Fantasy Short Short Stories,Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox,3.91,204,395,Mainstream Middles
Rock Star Superstar,Blake Nelson,3.61,310,229,Underperformers
Writings and Selected Narratives of the Exploration and Settlement of Virginia,John  Smith,3.39,28,1327,Underperformers
John  Paul  George & Ben,Lane Smith,4.21,3500,40,Hidden Gems
Evolution and the Theory of Games,John Maynard Smith,4.0,86,234,Mainstream Middles
The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith/Eörs Szathmáry,4.13,43,192,Hidden Gems
American Genesis: Captain John Smith and the Founding of Virginia,Alden T. Vaughan,3.43,23,224,Underperformers
Twilight (Twilight  #1),Stephenie Meyer,3.59,4597666,501,Blockbusters
Sense and Sensibility,Jane Austen,4.07,1278,325,Mainstream Middles
Uncle Shelby's ABZ Book,Shel Silverstein,4.36,2550,80,Hidden Gems
